cgpa,internships,projects,workshops_certifications,aptitude_test_score,soft_skills_rating,extra_curricular_activities,placement_training,ssc_marks,hsc_marks,n_job_applications,personality_type,placement_status,student_id
8.5,2,3,2,90,4.8,Yes,Yes,79,81,24,3,1,1764
7.7,2,1,1,80,4.7,Yes,Yes,56,85,22,2,1,1876
7.5,0,1,0,60,3.8,No,No,55,67,17,1,0,3225
8.1,0,2,0,80,4.5,No,Yes,69,83,8,1,0,527
8.1,1,3,2,81,4.5,No,Yes,70,85,25,2,0,7726
7.9,1,3,2,88,4.5,Yes,No,90,69,17,4,1,2947
7.8,0,2,0,74,4.3,No,No,56,64,17,1,0,4474
8.1,1,2,0,74,4.7,Yes,Yes,61,69,29,2,0,5656
8.9,1,3,1,84,4.8,Yes,Yes,82,81,28,2,0,6060
6.6,1,3,0,81,4.4,No,Yes,76,65,23,2,0,960
7.8,1,2,1,84,4.7,Yes,No,80,78,13,2,0,6343
7.9,2,3,2,82,4.6,Yes,No,72,87,5,2,0,3634
8.0,2,3,2,90,4.8,Yes,Yes,78,87,3,2,1,1051
6.7,0,1,0,63,3.8,No,No,62,63,7,1,0,8712
8.0,1,2,0,87,3.6,No,Yes,55,61,12,2,0,3381
7.9,1,3,0,69,4.0,Yes,Yes,62,70,7,4,1,3677
8.4,1,1,0,72,3.8,No,No,59,62,25,2,0,5777
7.7,1,1,0,77,4.0,No,Yes,55,70,18,2,0,9228
7.6,1,1,2,74,4.3,No,Yes,55,66,22,4,1,6574
7.3,0,2,1,79,4.2,Yes,No,78,69,13,1,0,5180
8.1,1,3,1,71,4.1,Yes,Yes,85,77,9,2,0,1608
6.5,1,1,0,85,3.6,No,No,55,72,17,2,0,3611
8.4,2,3,2,90,4.8,Yes,Yes,79,85,29,3,1,9954
8.0,1,2,0,80,4.4,No,No,55,72,17,2,0,6636
7.9,2,3,2,84,4.38,Yes,No,80,88,10,3,1,10198
6.5,0,1,0,72,3.6,No,No,60,59,10,1,0,792
6.5,1,1,1,76,3.9,Yes,Yes,68,62,10,2,0,3057
8.4,1,3,2,88,4.5,Yes,Yes,73,82,27,4,1,1981
6.9,0,3,0,85,4.8,No,No,58,58,18,1,0,3599
7.9,1,3,2,81,4.8,No,Yes,74,80,12,4,1,934
6.5,1,1,0,60,3.5,No,Yes,59,74,4,2,0,7425
7.7,1,1,0,72,4.4,No,No,72,69,28,2,0,5627
7.6,1,1,0,73,3.7,No,Yes,55,64,5,2,0,1683
6.5,2,2,2,87,4.7,Yes,Yes,70,82,18,2,1,4180
7.7,1,2,0,71,4.0,Yes,Yes,57,70,13,2,0,6447
6.7,1,1,0,76,4.2,No,No,61,63,26,4,1,4117
6.9,1,2,0,85,4.8,Yes,Yes,73,87,12,4,1,989
7.5,0,1,0,72,4.1,No,No,55,69,14,1,0,2897
7.7,1,1,2,76,4.4,No,No,66,68,11,2,0,3779
8.0,1,3,2,89,4.3,Yes,Yes,84,88,28,4,1,5659
7.4,1,2,1,66,3.5,No,No,55,65,19,2,0,3094
6.6,0,1,0,73,4.3,Yes,Yes,58,68,6,1,0,3156
7.8,0,1,0,73,4.0,No,No,56,72,23,1,0,1824
6.5,0,3,2,87,4.8,Yes,No,79,64,29,1,0,9817
7.4,1,1,0,74,3.8,No,Yes,55,70,24,2,0,1099
8.4,2,3,2,79,4.4,Yes,No,80,79,22,2,0,2845
7.0,1,1,1,78,4.7,No,No,55,69,13,2,0,3343
8.5,2,3,3,90,4.7,Yes,Yes,79,86,8,3,1,39
7.2,1,1,0,71,3.8,No,Yes,62,59,7,2,0,6541
7.8,1,2,2,76,4.7,Yes,Yes,66,86,21,4,1,9536
6.7,2,1,2,71,4.0,No,Yes,55,65,14,2,0,8708
7.5,0,2,0,74,3.7,No,Yes,55,72,16,1,0,3357
7.7,2,3,0,90,4.6,Yes,No,55,80,22,2,0,7814
8.0,2,1,2,77,4.4,Yes,Yes,56,75,30,2,0,8221
6.8,1,1,0,67,4.7,Yes,Yes,59,69,24,4,1,9415
7.3,1,1,0,84,3.9,No,Yes,55,69,15,2,0,2429
6.5,1,2,1,78,4.1,No,No,78,63,20,2,0,5044
7.4,1,1,0,80,4.8,No,Yes,64,73,29,2,0,5347
7.4,2,3,0,80,4.0,No,Yes,79,62,17,2,0,4812
7.6,1,1,1,63,3.8,No,No,62,60,29,2,0,8477
8.1,1,2,1,84,4.3,Yes,Yes,77,83,27,2,0,687
8.6,1,3,3,90,4.8,Yes,Yes,72,85,24,4,1,4800
8.9,2,3,2,90,4.8,Yes,Yes,72,84,6,3,1,7438
7.4,1,3,0,83,3.8,No,Yes,69,85,29,2,0,2354
6.7,0,1,0,79,4.2,No,No,62,67,8,1,0,6354
7.5,2,2,1,63,4.0,Yes,Yes,55,68,15,2,0,4570
8.3,2,3,2,86,4.6,Yes,Yes,79,84,11,3,1,8214
8.1,1,2,0,81,4.2,No,No,55,70,20,2,0,2753
8.3,1,2,2,89,4.6,Yes,Yes,79,84,7,4,1,8074
8.2,2,1,0,74,4.5,Yes,Yes,77,67,25,2,0,1041
7.5,1,1,1,65,4.5,No,No,55,67,18,2,0,7492
8.6,1,3,1,90,4.8,Yes,Yes,72,83,11,2,0,1266
7.4,0,1,3,66,3.3,No,Yes,63,71,17,1,0,9453
7.5,1,1,1,70,4.0,Yes,Yes,55,64,5,2,0,7060
7.3,1,2,1,79,3.8,No,Yes,58,73,27,2,0,278
8.3,2,3,2,89,3.9,Yes,Yes,78,88,17,2,0,5085
8.5,2,1,1,73,4.5,Yes,No,64,79,18,2,0,2383
8.2,2,3,2,90,4.8,Yes,Yes,88,82,7,3,1,572
7.1,1,2,0,71,4.8,Yes,No,61,61,9,2,0,1436
8.2,2,2,2,90,4.3,Yes,Yes,73,80,8,3,1,5353
7.9,1,3,1,77,4.1,Yes,Yes,78,69,9,2,0,5446
7.3,1,1,1,76,4.1,No,Yes,80,68,3,2,0,1008
7.8,1,2,0,83,4.7,No,Yes,55,85,14,2,0,4544
7.9,2,3,0,90,4.8,Yes,Yes,89,86,13,2,1,8994
7.5,2,2,1,75,4.2,Yes,Yes,65,86,9,2,0,2065
7.7,1,2,0,88,4.8,Yes,Yes,70,85,9,4,1,1137
7.6,1,1,0,71,4.1,No,Yes,60,69,29,2,0,5344
7.7,0,1,0,79,4.8,No,Yes,58,71,4,1,0,295
7.4,1,2,1,74,4.3,No,No,56,70,12,2,0,8781
8.0,1,3,1,77,4.5,Yes,Yes,71,85,22,2,0,2404
7.5,1,1,1,60,3.6,No,Yes,55,64,21,2,0,3999
6.6,0,1,2,68,4.1,No,No,60,65,27,1,0,3742
7.6,1,1,1,67,4.4,No,No,62,65,20,2,0,9647
8.2,0,3,2,78,4.8,Yes,No,61,71,7,4,1,2720
8.1,2,3,2,89,4.8,Yes,Yes,72,84,26,3,1,9387
7.4,1,1,0,66,4.4,No,No,55,70,18,2,0,5151
7.5,0,1,1,67,4.4,No,Yes,80,60,22,1,0,2809
7.1,0,2,0,67,3.2,No,No,57,57,24,1,0,557
8.0,2,3,2,90,4.8,Yes,Yes,77,86,17,2,1,9106
7.4,1,2,0,79,4.2,No,Yes,79,71,19,4,1,4796
7.6,1,3,0,68,4.2,Yes,Yes,88,82,9,2,0,2470
8.5,1,1,0,85,4.4,Yes,Yes,71,86,4,4,1,3739
8.3,0,3,0,87,4.4,Yes,Yes,71,66,22,4,1,4287
7.9,2,3,2,90,4.7,Yes,Yes,75,74,15,2,1,2605
6.6,1,1,1,82,3.7,No,Yes,55,60,13,4,1,363
6.5,1,1,1,63,4.5,No,No,59,69,3,2,0,6925
8.7,2,3,0,80,4.1,Yes,Yes,71,78,23,3,1,1705
6.5,1,0,0,88,4.7,Yes,Yes,74,67,7,4,1,2140
6.5,1,1,0,74,3.5,No,No,74,62,9,2,0,3240
7.7,1,1,1,70,4.3,Yes,Yes,75,70,6,2,0,2384
8.5,1,3,0,88,4.7,Yes,Yes,76,83,30,4,1,7315
6.5,1,1,0,78,4.1,Yes,Yes,75,84,25,2,0,4312
7.7,1,2,1,67,3.8,No,Yes,75,60,13,2,0,1313
6.8,2,3,2,82,3.9,Yes,No,76,81,12,2,1,3931
7.9,1,3,1,82,4.5,Yes,Yes,77,81,6,4,1,6184
7.7,1,2,0,73,4.8,No,Yes,59,65,18,2,0,1592
7.7,1,2,1,84,4.5,Yes,Yes,69,69,17,4,1,9575
7.8,0,1,0,61,3.8,No,No,60,71,16,1,0,2163
8.8,2,1,2,83,4.8,Yes,Yes,84,87,22,3,1,2397
6.6,0,1,1,67,4.3,No,Yes,56,65,11,1,0,318
8.4,2,1,0,90,4.8,Yes,Yes,63,82,9,2,0,5234
8.1,2,3,0,90,4.6,Yes,Yes,80,81,26,3,1,5069
6.8,1,1,0,68,3.1,No,No,55,68,13,2,0,4037
7.5,0,1,1,62,3.7,No,No,55,65,6,1,0,3021
8.5,1,3,2,90,4.7,Yes,Yes,76,87,7,4,1,8229
7.8,1,3,1,80,4.8,Yes,No,61,81,28,2,0,5296
7.7,1,2,1,81,3.6,Yes,Yes,70,63,20,4,1,3973
8.7,0,3,1,71,4.5,Yes,Yes,73,76,28,4,1,5371
7.5,1,2,1,69,3.2,No,Yes,55,65,9,2,0,4134
7.7,1,2,1,69,4.1,No,Yes,78,63,7,2,0,975
8.1,1,2,2,84,4.5,Yes,Yes,62,84,29,4,1,7292
7.5,1,1,0,70,3.9,No,No,56,75,27,2,0,955
8.5,2,3,2,90,4.6,Yes,Yes,81,76,15,3,1,9494
8.7,2,3,2,77,4.8,Yes,No,89,87,11,3,1,5017
8.3,0,1,1,80,4.3,Yes,No,63,69,9,1,0,9925
8.4,1,1,2,81,4.6,Yes,Yes,70,70,25,4,1,7491
7.5,1,1,0,81,3.8,Yes,Yes,60,64,21,2,0,1641
7.4,1,2,2,80,4.2,Yes,Yes,73,66,26,4,1,1291
8.3,2,3,2,90,4.8,Yes,Yes,78,66,22,3,1,1381
8.5,1,3,0,84,4.7,Yes,Yes,58,85,16,4,1,1934
7.7,0,2,0,70,4.0,No,Yes,55,66,21,1,0,4676
7.9,1,1,2,74,4.8,Yes,No,80,79,29,2,0,893
6.5,1,2,3,81,4.2,No,Yes,57,67,11,2,0,7288
7.6,2,3,2,81,4.3,Yes,Yes,86,69,27,2,1,4877
7.9,1,2,1,80,4.3,No,No,58,70,12,2,0,7907
8.1,2,3,2,77,4.5,Yes,Yes,84,68,11,2,0,8195
7.4,2,1,1,75,4.4,Yes,Yes,55,68,3,2,0,9567
7.5,1,2,0,79,4.3,No,Yes,58,67,7,2,0,2467
8.6,1,1,2,90,4.7,Yes,Yes,87,66,3,4,1,7658
6.5,1,1,3,87,4.2,Yes,Yes,80,82,16,4,1,1914
7.6,2,2,1,84,4.8,Yes,Yes,90,84,7,2,0,2737
8.3,0,1,2,84,4.7,Yes,Yes,65,64,20,4,1,727
7.5,1,1,3,77,4.4,No,Yes,55,64,30,2,0,7215
7.7,1,3,2,86,4.7,Yes,Yes,69,88,26,4,1,8246
7.2,1,1,1,68,4.0,No,No,58,66,22,2,0,1797
7.4,0,1,1,67,3.9,No,Yes,59,69,15,1,0,3846
7.7,0,3,0,74,4.2,Yes,Yes,74,81,30,4,1,6403
8.4,2,3,3,87,4.8,No,Yes,72,70,9,3,1,937
8.4,2,3,1,83,4.6,Yes,Yes,79,83,9,3,1,2266
8.2,2,3,2,87,4.8,Yes,Yes,75,72,24,3,1,825
7.6,1,1,0,64,3.4,No,No,55,59,28,2,0,7275
6.5,0,1,1,68,4.1,No,Yes,55,68,12,1,0,1390
8.5,1,3,0,86,4.6,Yes,No,90,64,20,4,1,3565
7.6,1,2,0,86,4.8,No,Yes,68,65,15,4,1,5430
7.5,0,2,0,67,3.1,No,No,55,70,13,1,0,7828
6.7,0,2,1,69,4.4,Yes,Yes,55,72,28,1,0,5691
8.3,1,1,0,73,3.6,No,Yes,74,68,20,2,0,7879
7.4,1,1,1,75,3.7,No,No,61,68,4,2,0,1869
6.5,1,2,0,67,3.9,No,No,55,67,4,2,0,8203
6.9,1,1,1,61,4.6,Yes,Yes,55,64,15,2,0,7487
7.3,1,3,2,83,4.7,Yes,Yes,70,84,5,4,1,807
7.5,2,3,2,80,4.5,Yes,Yes,77,67,8,2,0,4806
7.9,2,3,2,90,4.8,Yes,Yes,74,80,21,2,1,9337
8.2,0,1,1,64,3.9,No,Yes,55,82,8,1,0,7512
6.6,0,2,0,75,3.9,No,Yes,55,69,27,4,1,8057
7.5,2,1,0,71,3.4,Yes,No,84,65,28,2,0,4495
8.4,2,2,0,80,4.0,Yes,No,71,84,5,2,0,2633
8.3,2,3,2,90,4.8,Yes,Yes,82,85,12,3,1,9080
8.2,1,3,2,90,4.3,Yes,Yes,76,82,5,4,1,8897
7.5,1,3,2,82,4.8,Yes,No,81,88,3,4,1,8624
7.6,1,1,2,81,3.9,No,Yes,62,78,4,2,0,7833
7.6,1,1,0,70,4.5,No,No,69,74,14,2,0,4389
7.6,1,2,0,74,3.7,No,Yes,58,74,20,4,1,146
7.0,1,3,0,84,4.8,Yes,Yes,72,84,3,4,1,6468
6.9,1,1,1,67,4.5,No,Yes,55,71,5,2,0,2034
6.9,0,2,1,69,4.0,No,Yes,62,61,29,1,0,9316
8.3,1,3,2,76,4.8,Yes,Yes,71,87,21,4,1,1166
8.1,0,3,0,84,3.3,No,No,86,65,8,1,0,2051
8.4,2,3,2,90,4.8,Yes,Yes,71,85,17,3,1,3761
8.3,1,1,1,75,3.9,Yes,Yes,55,73,5,4,1,4436
7.3,0,1,0,75,3.7,No,No,60,70,12,1,0,3431
7.6,1,2,0,67,4.2,No,Yes,74,75,20,2,0,8191
8.5,2,1,1,78,4.4,Yes,Yes,66,86,16,3,1,8929
7.8,1,1,1,74,3.4,Yes,Yes,65,66,17,2,0,7070
6.5,1,3,1,76,4.8,No,Yes,65,65,20,2,0,4362
8.4,0,3,2,90,4.3,Yes,Yes,76,88,17,4,1,1772
7.6,1,1,0,70,3.8,No,Yes,55,63,12,2,0,3512
7.8,1,1,1,79,3.7,No,Yes,56,59,13,2,0,272
6.5,1,2,1,84,3.8,No,Yes,81,62,21,2,0,8437
8.3,2,3,2,89,4.6,Yes,Yes,77,88,7,3,1,2033
7.5,1,3,2,90,4.8,Yes,Yes,74,85,27,2,0,9859
6.5,1,1,0,76,4.4,No,No,65,67,28,2,0,3811
8.2,2,3,0,90,4.8,Yes,Yes,78,78,15,3,1,4347
7.6,2,3,2,90,4.5,Yes,Yes,75,82,16,2,1,546
8.3,1,3,0,76,3.8,Yes,Yes,77,66,23,4,1,3242
7.5,1,1,0,78,3.8,No,No,64,66,23,2,0,8503
8.8,2,3,2,83,5.07,Yes,Yes,81,86,22,3,1,10118
8.0,2,1,2,88,4.7,Yes,Yes,62,66,17,2,1,7565
7.7,1,2,1,66,3.4,No,Yes,60,80,13,2,0,921
6.5,1,2,0,69,3.4,No,Yes,55,67,15,4,1,9302
8.3,2,3,2,88,4.4,Yes,Yes,81,86,27,3,1,6641
7.4,1,1,1,80,4.2,Yes,Yes,75,65,13,4,1,7695
8.7,2,3,2,90,4.8,Yes,Yes,90,86,20,3,1,8231
6.9,0,2,0,65,3.6,No,No,55,67,8,1,0,7127
8.2,2,3,2,90,4.8,Yes,Yes,79,88,21,3,1,4279
7.8,0,2,1,65,4.3,Yes,No,56,67,27,4,1,2984
8.0,1,3,0,80,4.4,Yes,Yes,85,84,8,4,1,131
8.3,0,3,0,90,4.6,Yes,Yes,81,88,8,4,1,7981
6.5,0,1,1,60,3.2,No,No,62,74,4,1,0,2668
8.2,1,2,0,90,4.3,Yes,No,84,80,7,4,1,7139
7.8,0,3,2,82,4.5,No,Yes,60,63,23,4,1,3224
8.2,2,1,2,90,4.5,Yes,No,66,83,30,2,0,7694
7.8,1,2,1,74,4.2,No,Yes,66,70,14,2,0,5393
6.5,2,3,2,84,4.0,Yes,No,74,83,5,2,0,615
8.75,2,2,2,93,4.88,No,Yes,75,91,15,2,0,10102
7.2,0,2,1,77,4.6,Yes,Yes,55,63,7,1,0,1467
7.6,1,2,0,74,4.6,No,Yes,59,60,23,2,0,4498
7.5,1,1,0,73,4.0,No,No,74,70,9,2,0,3043
7.6,0,2,0,68,3.9,No,Yes,64,61,19,1,0,2420
7.7,1,0,0,65,3.9,Yes,No,55,71,20,2,0,5086
8.1,2,3,2,82,4.3,No,Yes,55,66,7,2,0,3295
7.7,1,3,2,74,3.6,Yes,Yes,78,64,14,2,0,6738
7.4,2,2,2,90,4.1,Yes,No,81,85,5,2,1,1501
7.4,1,1,1,71,4.1,No,Yes,55,66,4,2,0,1522
7.5,1,2,0,87,3.9,No,No,55,63,5,2,0,9301
8.2,1,3,2,90,4.4,Yes,Yes,72,87,16,4,1,4233
8.2,1,1,0,71,4.4,Yes,Yes,77,68,11,2,0,7687
7.9,2,3,2,80,4.5,Yes,Yes,77,85,29,2,1,8821
8.5,2,3,2,90,4.6,Yes,Yes,79,81,4,3,1,4431
7.6,1,1,0,76,4.3,No,Yes,66,69,14,2,0,391
8.83,1,3,1,76,4.15,No,Yes,61,79,6,2,0,10057
7.6,1,3,0,79,4.5,No,No,73,65,25,2,0,7125
7.4,1,1,1,80,4.7,Yes,Yes,68,70,8,2,0,5914
6.5,2,3,2,80,4.8,Yes,Yes,78,82,6,2,0,8593
7.8,1,3,2,88,4.6,Yes,No,76,81,22,4,1,4807
8.3,0,2,2,72,4.0,Yes,Yes,74,79,29,1,0,9135
7.4,1,1,1,72,4.0,No,No,55,69,22,2,0,8239
6.9,1,1,0,75,4.1,Yes,Yes,55,76,27,2,0,8045
7.2,1,2,2,84,4.8,Yes,Yes,80,79,19,4,1,9979
8.4,1,2,1,81,3.8,Yes,Yes,72,65,12,4,1,3994
8.9,2,3,1,90,4.3,Yes,Yes,61,83,9,3,1,9745
7.0,1,1,0,69,4.1,No,No,65,57,3,2,0,6610
8.2,2,2,2,88,4.2,Yes,Yes,80,86,21,2,0,5320
7.76,2,2,2,81,3.92,Yes,Yes,85,92,18,2,1,10041
7.5,1,1,0,65,3.3,Yes,Yes,55,64,23,2,0,7120
7.5,1,1,0,67,4.2,No,No,57,60,5,2,0,2422
8.4,2,3,2,88,4.5,Yes,Yes,90,79,14,3,1,5605
7.8,1,1,0,73,3.9,No,Yes,55,67,25,4,1,1751
8.1,1,2,2,85,4.4,No,Yes,72,84,29,2,0,9198
8.7,2,3,2,83,4.8,Yes,Yes,88,80,24,2,0,9913
8.4,2,3,2,87,4.8,Yes,Yes,78,88,20,3,1,339
8.2,1,3,2,88,4.8,Yes,Yes,85,80,22,4,1,8408
7.4,0,3,2,80,4.4,Yes,Yes,79,67,5,1,0,1342
7.0,0,2,1,64,4.1,Yes,Yes,77,65,4,4,1,9738
6.5,1,2,0,85,4.7,No,Yes,55,59,15,4,1,7983
7.5,1,1,0,71,4.1,Yes,Yes,55,70,13,2,0,3641
7.7,1,1,0,80,4.0,No,Yes,55,66,15,2,0,330
7.7,1,1,0,80,3.3,No,No,55,67,23,2,0,9006
8.7,2,3,2,90,4.8,Yes,Yes,89,86,29,3,1,3005
8.3,2,3,2,90,4.7,Yes,Yes,82,83,14,3,1,6961
7.4,0,2,1,65,4.4,No,No,61,70,5,1,0,4091
7.5,0,1,1,71,4.4,Yes,Yes,79,74,12,1,0,2323
6.6,1,2,0,77,4.4,No,Yes,58,71,18,2,0,6668
6.5,0,1,2,71,3.2,No,No,58,61,13,1,0,7010
6.7,0,1,1,72,4.5,No,Yes,55,72,7,4,1,4198
8.5,1,3,2,82,4.8,Yes,Yes,76,82,8,4,1,3550
8.5,2,3,0,90,4.8,No,Yes,76,80,15,3,1,8364
8.2,1,3,1,80,3.9,Yes,Yes,78,85,27,4,1,4204
7.4,1,1,0,76,4.7,Yes,Yes,61,82,26,4,1,9498
7.5,1,1,1,77,4.6,No,No,56,67,25,2,0,9117
7.6,1,3,0,70,3.9,Yes,Yes,85,67,25,2,0,6186
9.0,0,2,2,86,4.5,Yes,Yes,78,86,20,4,1,1640
7.7,2,2,0,86,4.0,Yes,Yes,79,64,3,2,0,61
8.2,1,3,2,90,4.4,Yes,Yes,85,84,23,4,1,1241
8.5,2,3,2,79,4.8,No,No,72,69,6,2,0,5761
6.5,0,1,0,88,4.3,Yes,Yes,76,88,16,4,1,5137
7.5,1,2,0,65,3.5,No,No,55,63,28,2,0,2344
7.5,1,2,0,67,4.4,Yes,No,66,84,7,2,0,2121
8.2,0,1,2,90,4.7,No,Yes,73,68,29,4,1,1525
7.7,1,2,0,81,4.4,No,Yes,75,83,8,2,0,7618
8.1,2,3,3,90,4.8,Yes,Yes,80,83,10,3,1,154
7.1,1,2,0,80,4.3,Yes,Yes,69,65,22,2,0,482
7.4,1,1,1,78,4.8,Yes,Yes,72,61,24,2,0,6123
7.7,1,3,2,88,4.5,Yes,Yes,79,70,4,2,0,7675
7.8,0,3,3,71,4.8,Yes,Yes,72,66,18,4,1,7102
8.1,0,3,0,81,4.5,No,Yes,77,67,16,4,1,1763
7.0,1,1,0,74,4.3,No,Yes,66,71,3,2,0,8943
7.6,0,2,0,84,4.4,No,Yes,55,69,29,1,0,7716
6.5,1,1,1,69,3.5,No,No,55,63,4,2,0,9264
7.5,1,1,0,81,3.6,No,Yes,56,71,21,2,0,7480
7.7,1,3,0,89,4.6,Yes,Yes,80,83,20,4,1,6213
8.4,1,3,2,90,4.8,Yes,Yes,77,79,6,4,1,4854
8.5,2,3,2,90,4.7,Yes,Yes,80,84,22,3,1,2712
8.6,1,3,2,83,4.8,Yes,Yes,77,77,26,4,1,6767
8.2,2,3,2,83,4.3,Yes,Yes,85,81,30,3,1,4151
7.5,0,1,0,80,4.5,No,No,58,67,12,1,0,1334
8.6,2,3,2,90,4.8,Yes,Yes,80,85,28,2,0,8379
8.1,1,1,1,90,4.6,No,No,65,85,30,2,0,9616
6.5,1,1,1,76,4.0,No,No,55,65,6,2,0,9902
6.5,1,1,1,77,4.2,No,Yes,55,71,20,2,0,9305
8.5,2,3,2,86,4.8,Yes,Yes,83,81,29,3,1,3851
7.5,0,1,0,63,3.6,Yes,No,71,70,4,1,0,8341
8.2,2,1,1,88,4.4,Yes,Yes,74,88,12,2,0,4125
7.8,1,2,0,82,3.9,Yes,Yes,86,66,18,2,0,9145
8.6,2,1,3,80,4.5,Yes,Yes,83,81,24,3,1,4789
7.7,1,3,1,76,4.0,No,No,65,61,7,2,0,2867
7.9,1,1,0,61,4.4,Yes,Yes,55,67,7,2,0,1387
7.7,1,2,2,82,4.8,No,Yes,82,76,26,4,1,5942
6.9,1,2,1,68,3.8,Yes,Yes,70,66,14,2,0,3068
8.1,2,3,0,85,4.2,Yes,Yes,71,83,29,2,0,9241
8.2,1,3,2,90,4.8,Yes,Yes,88,85,4,4,1,3630
7.3,1,3,0,77,4.2,No,No,66,62,5,2,0,9648
8.5,2,1,0,86,4.7,Yes,Yes,64,83,28,2,0,9130
8.7,1,3,2,72,4.8,Yes,Yes,84,72,15,4,1,3029
7.8,2,3,2,90,4.8,Yes,Yes,88,80,20,2,1,2970
7.3,0,1,1,69,4.6,No,Yes,68,64,15,1,0,8647
7.5,1,2,1,68,4.0,No,No,64,68,30,2,0,6137
6.9,1,3,2,80,4.6,Yes,Yes,73,83,29,4,1,8802
7.7,0,1,1,77,4.3,No,Yes,60,72,21,1,0,4264
7.4,1,2,1,79,4.7,Yes,Yes,59,67,15,2,0,646
7.6,1,1,1,82,3.9,No,Yes,55,70,12,2,0,9848
6.5,0,1,0,81,4.1,No,Yes,64,65,28,1,0,2075
7.2,0,2,1,66,3.9,No,No,67,69,8,1,0,342
8.4,0,1,2,89,4.8,Yes,Yes,62,87,24,4,1,8042
7.8,1,2,1,77,4.5,Yes,Yes,74,87,22,4,1,1623
8.1,2,3,2,90,4.5,Yes,Yes,81,84,25,3,1,7142
7.0,1,3,2,85,4.3,No,Yes,74,72,15,4,1,5797
7.6,0,1,1,77,4.6,No,Yes,55,68,5,1,0,7185
6.7,0,1,1,78,4.3,No,No,60,66,16,1,0,8233
6.5,1,1,0,77,4.2,No,Yes,55,74,26,2,0,5476
7.7,1,2,0,73,4.8,Yes,Yes,55,63,28,4,1,9440
7.4,2,1,0,75,4.2,No,Yes,65,84,22,2,0,75
8.52,1,1,1,72,3.92,No,Yes,60,75,21,2,0,10094
8.4,2,3,2,90,4.6,Yes,Yes,74,88,27,3,1,8634
8.3,2,3,2,80,4.3,Yes,Yes,82,87,8,3,1,9417
7.6,0,1,1,75,4.2,No,Yes,55,63,5,1,0,2052
8.4,1,2,2,72,4.6,Yes,Yes,70,67,6,2,0,2542
7.3,1,2,1,61,4.5,No,Yes,55,84,27,2,0,1302
7.8,1,2,0,78,3.7,Yes,Yes,86,64,12,4,1,5878
8.0,2,3,0,88,4.5,Yes,No,77,84,22,2,0,7369
8.6,1,3,2,79,4.5,Yes,Yes,68,82,20,4,1,1305
6.9,1,1,1,64,4.6,No,No,55,61,24,2,0,8429
7.7,2,3,2,75,4.4,Yes,No,83,83,26,2,1,9277
7.3,1,1,0,68,4.3,No,No,55,72,19,2,0,2600
7.4,1,1,3,74,4.1,No,Yes,61,63,12,2,0,2574
7.9,1,2,1,77,4.3,No,No,55,63,18,4,1,3187
6.5,0,2,2,77,4.6,No,Yes,72,83,19,1,0,2769
7.7,1,1,0,76,4.1,No,Yes,55,64,23,2,0,4832
7.4,1,1,0,75,4.3,No,Yes,62,66,6,2,0,4224
8.0,2,3,2,85,4.8,Yes,No,77,82,10,2,1,9844
7.3,0,1,1,66,4.7,No,No,59,66,10,1,0,2107
7.2,1,1,1,66,3.8,Yes,No,67,67,25,2,0,2680
8.0,2,2,2,90,4.8,Yes,Yes,90,84,4,2,1,1388
7.6,0,1,1,70,4.1,No,Yes,55,68,30,1,0,9839
8.2,2,3,2,90,4.6,Yes,Yes,75,84,4,3,1,9854
7.7,0,3,0,90,4.8,Yes,Yes,76,80,4,1,0,7084
7.7,0,1,0,63,4.0,Yes,No,67,63,27,4,1,1280
8.2,1,3,2,71,4.8,Yes,Yes,73,70,15,2,0,805
7.8,2,3,1,79,4.6,No,No,55,68,13,2,0,1556
7.7,1,1,0,83,4.2,No,No,59,70,16,2,0,9679
7.6,1,1,0,81,3.3,Yes,Yes,57,65,10,2,0,4567
8.4,1,2,1,83,3.7,No,Yes,55,66,21,2,0,9864
8.0,1,3,0,90,4.4,Yes,Yes,77,87,17,4,1,4842
7.7,0,1,0,77,4.1,No,Yes,77,71,30,4,1,3595
6.5,0,1,0,62,4.1,No,No,75,60,23,1,0,6036
7.6,1,1,1,72,4.5,No,No,55,66,4,2,0,6853
6.6,1,1,1,68,3.5,No,No,64,73,24,4,1,8706
7.4,0,3,2,90,4.7,Yes,Yes,68,71,14,4,1,4178
8.2,2,2,0,85,4.1,No,Yes,84,84,9,3,1,1309
6.7,0,2,1,73,4.2,No,Yes,63,62,10,1,0,3453
7.3,1,3,1,78,4.5,Yes,Yes,79,78,29,2,0,3696
7.8,0,3,0,83,4.4,Yes,Yes,77,83,28,1,0,4243
8.3,0,3,0,82,4.5,Yes,Yes,73,81,28,4,1,2199
7.9,1,2,0,82,4.2,Yes,Yes,79,86,5,4,1,8967
6.5,1,2,0,76,4.1,Yes,Yes,81,83,27,4,1,4426
8.2,0,3,2,84,4.8,Yes,Yes,56,74,22,4,1,6151
8.3,1,2,2,71,4.5,Yes,Yes,56,67,6,4,1,944
8.4,2,3,2,90,4.5,Yes,Yes,85,86,7,3,1,823
6.7,1,1,1,77,3.4,No,Yes,59,72,24,2,0,5006
8.1,1,3,0,90,4.5,No,Yes,59,83,15,2,0,6613
8.6,2,2,1,90,4.6,Yes,Yes,81,80,30,3,1,8357
7.9,1,2,2,84,4.6,No,Yes,67,64,11,2,0,5620
